Unnamed: 0,YEAR_MONTH,MATERIAL_CODE,SUM(A.SALES_QTY_TOT)
,July,461800012330201,1215.78
,April,461800505301201,4903.34
,July,451100023710100,1483.85
,July,171409090210100,2750.39
,April,451100036330200,352.87
,April,151200016800700,20.59
,April,451100045400600,86.9
,April,6313101,118389.76
,May,471100063400300,378.02
,May,451100040400300,334.45
,May,4500101,53.12
,May,4500102,199.88
,May,4500104,156.28
,July,171310008130200,32.96
,July,471607540130200,3995.93
,July,6321305,534.3
,June,6211610,287.42
,June,631400300,396.16
,July,614400300,414.38
,July,6313108,66143.12
,July,451100030400300,342.32
,July,451100028330200,2110.23
,June,171407777400300,1931.19
,July,461800505501401,877.69
,July,171409090710200,270.8
,April,461800605301201,1046.52
,April,171407777400500,19.58
,July,451100032400500,86.15
,April,471104605400300,90.52
,April,451100032330200,106.63
,May,151200025800300,4685.91
,July,171100085400300,262.49
,June,631400500,923.62
,April,6321101,358.14
,April,171409090410350,70.52
,April,4500060,2716.96
,April,4500062,1985.16
,July,471104605400300,490.33
,July,171409090211000,1116.46
,April,6311304,1294.92
,April,981200016800100,1062.11
,May,151200020810500,317.94
,May,471307508130200,1055.85
,July,611100707,419.52
,March,6310103,31368.0
,June,451100030330200,82.27
,July,461800505301301,265.23
,June,451120064710100,2295.32
,April,614301300,9.78
,April,612100516,169.52
,April,461800505110101,59.62
,June,451100036400300,1737.35
,May,611100507,161.96
,May,612100516,81.88
,June,451100040330226,66.71
,June,161200012810502,86.18
,April,171407777400600,29.84
,April,171409090410300,26.86
,April,451100045330200,552.16
,April,471100056400300,187.33
,May,6211610,415.6
,May,451100028330200,55.81
,June,4500059,53.0
,March,461800008502601,120.17
,June,451900020400301,62.29
,July,171407777610100,168.66
,June,451900020301501,449.3
,June,614400600,14.66
,April,461800014325201,26.49
,April,471100050400300,85.27
,April,461800008530201,69.48
,May,171409090410300,869.45
,July,161200012800701,206.8
,April,631400500,32.3
,May,151200016810500,10.6
,June,6211902,109.0
,July,471100050331600,475.63
,May,461800605301201,339.7
,May,451100036400900,32.63
,May,471100060400300,124.83
,April,631400300,25.7
,May,451900020330201,218.41
,July,171409090700200,2.94
,May,451100032400300,96.15
,May,461800007530201,1035.59
,May,171407777400400,135.29
,April,451100036400900,13.85
,May,471607540130200,656.45
,May,171407777301200,3.16
,July,6411801,148.2
,May,6211902,109.26
,May,614040016,283.98
,June,171100080610100,34.54
,April,615331600,98.3
,July,171409090210200,279.42
,April,471309008130200,81.89
,May,461800505110101,194.5
,April,613100500,58.54
,June,981200012800100,834.49
,June,461800007325201,18.37
,July,461800010325401,55.15
,April,614100700,24.22
,April,614211100,24.58
,July,614211000,305.84
,July,171100080610100,183.91
,April,461850508070099,60.86
,May,471309008130200,4.01
,June,171407777210200,316.36
,May,615400500,129.44
,May,171406565410100,269.63
,May,4530163,594.04
,May,461800505501401,4.12
,July,4500054,191.32
,April,461800505300101,107.8
,June,615211000,88.74
,May,6211904,9.4
,April,171612565020000,201.54
,July,471100056610300,169.25
,April,451900020301501,52.27
,June,615401000,201.94
,June,171407777400400,119.74
,April,613020000,220.98
,June,461800010530201,72.43
,May,171407777210200,128.11
,May,461800010530201,43.36
,May,6211912,27.76
,June,461800505502001,63.99
,June,451900028330201,26.89
,April,151200025810500,144.74
,May,461800505521001,183.48
,May,621345100,26.68
,May,471100071331700,37.18
,June,471100071331600,153.07
,June,451100036400900,25.53
,May,614040000,76.26
,July,151200016800305,123.92
,July,451900020400901,62.6
,May,451100025325300,15.9
,July,471100050610300,114.71
,July,461800018400301,70.7
,April,151200020810500,31.02
,April,161200010810502,116.62
,June,461800010335201,8.26
,July,612050007,141.2
,June,471309008130200,15.67
,July,151200032800700,41.43
,July,171409090400400,130.76
,July,461800008325201,40.94
,July,471100053301200,20.8
,May,471100071401000,3.75
,August,151200016800300,19630.78
,June,614710200,33.58
,July,471100053600100,9.28
,July,471100066330200,184.22
,July,6219105,14.52
,July,171407777100700,1303.56
,April,631100700,26.72
,April,614100716,30.58
,July,612400300,63.86
,July,471100053330205,112.64
,July,461800505300101,22.78
,August,461800010301501,1075.04
,August,461800505325201,75.3
,August,151200025800300,8297.52
,August,471305006130200,2970.21
,August,471100050400300,1043.41
,August,6211411,1756.44
,August,6321310,320.76
,April,171409090100600,9.7
,August,471100053331600,137.85
,August,171407777400300,1756.32
,October,461800007325101,28.73
,October,151200016800700,629.68
,September,451100040400300,1737.71
,September,461800012400301,187.07
,September,461800010330201,627.96
,October,451100020330200,1534.46
,September,461800014330201,1139.9
,September,161200012800301,21655.42
,August,171406565410100,313.25
,August,171406565100700,1997.69
,September,451120064710100,2308.3
,September,161200010800301,20701.54
,August,614100716,30.02
,September,161200010800302,539.03
,September,161200012800302,818.74
,September,981625082130200,898.35
,October,461800018330201,1183.03
,August,461800008325101,174.86
,August,461800018301501,753.5
,September,151200016800700,566.51
,September,614400600,44.66
,October,471100071330200,501.13
,October,161200012800101,2952.62
,October,6313108,40990.82
,October,615050016,61.46
,September,471100075330200,609.84
,October,472115080130200,488.14
,September,171612565130205,791.86
,September,451103305330200,390.85
,October,451100045600200,233.96
,October,471100053600200,269.41
,October,171615075130200,2163.98
,September,612100716,1947.72
,September,611100516,1269.24
,September,632020000,32.22
,September,471100053600200,297.98
,August,461800008330201,91.35
,August,471607540130200,1881.7
,August,451900024325401,486.87
,October,6321306,935.5
,October,612100716,1565.9
,October,451900020330201,467.04
,August,612100700,168.54
,August,612100500,282.64
,September,471100071330200,1147.78
,October,451900024330201,51.92
,September,611400500,303.26
,September,472115080130200,813.58
,October,471100053400305,21.24
,October,171100080610100,73.55
,September,614050100,127.08
,September,611100707,193.12
,October,451900022400901,44.09
,October,161200010810501,522.85
,August,171409090100700,896.81
,September,461800010325401,141.97
,September,471100063401250,134.24
,October,171407777400500,27.47
,September,171100090330200,557.06
,October,171409090331000,899.22
,September,171407777330200,128.93
,September,451900025310201,223.04
,September,471100071336300,284.58
,September,151200036800300,1388.17
,September,451900020310201,79.03
,August,461800012330201,684.73
,August,461800505330201,546.8
,October,171406565400300,431.59
,October,171409090211100,190.9
,August,471100060400600,60.9
,September,461800010310101,74.79
,September,451100022301500,43.81
,October,471100053610300,48.78
,August,612400700,170.08
,August,161200010810501,106.43
,August,161200012810501,283.86
,October,161200008800302,6.12
,September,451900032330201,45.18
,August,451100032400500,33.66
,August,451900022325401,153.47
,September,461800007501601,470.88
,October,461800007501401,237.01
,August,151200025810500,138.47
,August,171406565400600,95.73
,August,171407777210200,231.36
,September,471100063610300,128.83
,September,461800505300201,125.06
,October,161200012800302,197.93
,October,461800505501301,114.5
,September,471100053610300,35.9
,September,461800010503401,39.34
,August,151100016400300,165.72
,October,451900025330201,980.32
,September,6211902,47.42
,October,461801805325201,119.78
,October,171407777400600,23.92
,August,171100090331300,591.58
,August,615100500,160.52
,October,161200012810501,398.03
,August,615210200,110.95
,August,471100063331600,13.93
,September,631211000,132.43
,October,461800505301301,107.11
,September,6211901,69.7
,October,461800014310101,85.32
,September,612100707,282.66
,August,614100600,1239.16
,September,614040000,254.36
,September,171100090331300,206.97
,August,471100063331700,32.04
,October,471100071336305,38.4
,October,471100066610350,29.85
,August,612211000,44.28
,September,461800007325201,38.83
,August,614330200,73.84
,September,171407777400500,162.77
,August,615400500,63.62
,August,471100060400305,7.4
,August,612400300,96.7
,August,621211000,10.48
,August,612040000,281.24
,September,631400300,170.91
,September,151200028800300,92.76
,September,471100071336305,36.47
,September,471100053400500,4.65
,September,611211000,37.47
,August,471100050600200,6.44
,September,471104605331600,8.52
,September,161800006110101,10.86
,August,471100053330205,81.62
,September,615400700,22.56
,December,613020000,195.37
,October,615400500,26.04
,November,471100056400300,865.06
,November,451100028400300,1368.34
,November,451100036400300,1434.0
,November,471306508130200,384.38
,November,471100050330200,1381.34
,November,471100066330200,339.07
,November,471100080400300,1468.35
,November,171612565130200,13691.3
,November,451100040400300,1394.22
,November,471406565400500,1188.94
,November,171610050130200,11639.06
,November,6211601,2091.46
,November,6211602,58.9
,November,161200010800302,780.74
,November,461800012330201,985.73
,November,471100060330200,299.38
,December,451100042330200,1547.16
,December,461800014400301,580.82
,December,461800016330201,3084.45
,December,461800505301201,5783.69
,November,471307506130200,1164.96
,November,612400600,63.9
,December,461800010301501,1059.28
,December,471100053400300,1358.86
,November,461800010400901,35.38
,December,471100056331600,351.4
,December,471104605610300,165.24
,December,471306508130200,354.66
,December,471310008130200,1285.3
,December,461800010310101,152.54
,December,471100085330200,333.48
,December,161200012800101,1696.8
,December,461800007301201,2074.85
,December,451100032400100,181.92
,November,171407777330200,242.96
,November,615330200,59.87
,November,471100071400300,1017.63
,November,451900024330201,53.9
,November,171406565400400,51.87
,November,6313108,83907.03
,December,161200012810501,986.98
,December,471100056400300,1632.36
,December,471100080400300,870.54
,November,461800018400301,375.04
,November,451900022400901,39.86
,November,461800014325201,162.07
,November,461800018301501,573.39
,November,612211000,89.21
,December,451900020301501,733.27
,October,981525025130200,765.05
,November,471310008130200,828.09
,November,161200008800302,435.07
,November,151200025800700,351.67
,November,451900025301501,295.11
,December,171409090400300,1790.07
,December,471100080330200,1347.04
,December,461800008325101,65.42
,December,451100028330200,1663.57
,November,171409090210100,720.7
,November,6211903,70.08
,November,171407777331900,353.12
,November,461800505502601,793.27
,December,171406565211000,663.22
,November,451900025400901,35.74
,November,451100032400900,43.61
,November,171409090330200,154.83
,December,471100048330200,464.73
,November,451100040331600,144.9
,December,151200032800700,7403.42
,December,461800014310201,185.73
,November,461200008800302,165.08
,November,461800007325101,57.58
,November,505006615700668,824.0
,December,471100090400300,619.13
,December,171409090210500,484.94
,October,471100050400600,50.22
,November,171100090330200,53.1
,November,471100056605200,53.77
,November,612401000,147.0
,November,461800010325201,443.98
,November,461800505300101,177.06
,November,461800008330201,48.98
,December,451120064710100,2468.48
,November,451100039330200,100.56
,December,161200008800702,122.44
,December,471100050610300,77.02
,December,6211610,421.26
,December,151100018330200,111.1
,December,981200012800100,200.42
,November,451100045400326,20.88
,November,461800505110101,191.81
,November,461800505300201,195.63
,December,471100063336630,349.92
,November,171409090400100,120.4
,November,461800505325201,30.36
,November,471100075330205,56.76
,December,171407777100400,187.6
,November,451103305330200,36.96
,November,631210500,2.64
,December,451900025400301,58.45
,December,612050016,641.54
,October,611050007,32.04
,December,171406565400400,397.13
,November,151100018330200,26.37
,November,471100071336300,164.77
,November,612100707,192.12
,November,471100071336500,426.83
,December,451900022325401,283.28
,October,461800000060010,52.76
,November,461800505310901,147.0
,October,451103305330226,27.6
,December,461800014310101,37.42
,December,171409090700100,128.78
,October,615210200,48.48
,December,6324302,28.74
,December,171612565130205,52.39
,October,612100500,128.92
,December,451100040610300,111.67
,December,171407777400500,6.51
,December,471100090336300,583.0
,October,451900032400301,41.2
,October,631610470,259.67
,October,631210200,14.74
,January,471406565100700,54.87
,December,161200008800101,1304.95
,December,161200008810502,24.94
,December,471100050331600,81.5
,January,613211000,707.92
,December,615400500,139.38
,January,461800007301201,3020.0
,October,451100040325700,22.26
,December,614040016,40.88
,December,615040000,41.46
,November,461800000030010,22.08
,December,451900032330201,12.42
,December,471100063331700,29.9
,November,471100056331605,19.82
,December,612400600,11.0
,December,471100090336305,44.5
,November,171409090100600,23.52
,November,615331600,40.18
,November,4500101,12.12
,November,451900025400301,18.76
,October,461800010020001,14.38
,October,461800010530201,8.27
,March,461800505316001,452.56
,March,461800010301501,1417.2
,January,471305006130200,8335.24
,January,461800007301601,743.27
,February,461800016301501,1447.56
,February,461800505301201,3326.6
,February,612100707,1063.54
,February,151200025800700,3301.35
,February,451100025400300,1163.02
,February,451100028400300,1253.21
,February,461800008301201,1145.78
,February,471100056330200,1269.66
,February,471100063330200,1325.71
,February,461801805325201,247.73
,February,171612565130200,2090.5
,February,151200032800300,6728.63
,January,461800007501401,732.32
,March,461800505310301,1893.24
,March,461800007301601,907.64
,March,171409090211000,1449.21
,March,451100025330200,3021.26
,March,451900020400301,98.59
,March,451100036400300,2195.62
,March,471100090330200,882.26
,March,461800016330201,2615.66
,March,471100072400300,281.13
,March,471100090400300,761.03
,March,471100085330200,495.28
,January,171407777400500,149.97
,March,451900025301501,594.34
,March,171409090401000,77.86
,March,451900028301501,234.98
,March,461800016301501,1921.16
,March,6411500,2585.0
,March,471104605330200,1077.14
,March,171407777330200,246.16
,March,471310008130200,1202.26
,March,461800016400301,448.32
,January,171409090211100,340.34
,January,615401000,277.76
,February,471100060400300,430.76
,February,471100063400300,1797.13
,February,6313101,133184.85
,February,151200020810500,539.71
,February,471100072400300,267.14
,February,471310010130200,4362.13
,January,461800007530201,6707.56
,March,471100080330200,1086.27
,March,451100036401000,25.88
,January,451900025330201,976.77
,January,471104605330200,505.97
,January,461800010330201,680.12
,March,611100707,1847.92
,March,471100058330200,94.87
,March,151200032800305,63.46
,January,171610050130205,723.77
,February,461800010325401,226.63
,March,161200012800302,1331.45
,March,6219105,131.22
,January,471310008130200,458.45
,January,471100053600105,14.98
,February,6211610,461.72
,February,6321305,465.64
,February,6321101,1417.28
,March,151200032810500,1954.92
,March,171409090211100,949.05
,March,451900022301501,843.84
,January,471100063400700,193.76
,February,471305006130200,1786.28
,January,471406565400300,276.69
,February,612100516,141.64
,February,461800505110101,627.45
,February,461800010325101,34.74
,January,461800014400101,61.7
,January,471100080330205,196.65
,February,171409090100700,1095.16
,February,471100080330200,848.06
,February,171407777100700,719.05
,March,171409090700200,608.74
,February,461801805020001,123.38
,March,451100036400900,78.83
,March,471100048330200,791.61
,February,171406565331000,514.57
,March,614330200,179.76
,March,471100090336300,510.52
,March,6211900,378.74
,January,451900020400301,160.17
,March,171409090710200,233.74
,January,461800010400901,107.62
,February,611400300,298.92
,March,461800016325401,1000.77
,February,451900025330201,255.96
,February,614211400,2439.98
,February,171610050130205,236.13
,February,6321102,3681.56
,March,471100090336500,695.68
,January,471100050400500,24.81
,January,471100050600200,395.33
,January,451103305330200,41.98
,January,461800007325101,10.27
,January,151100016330200,54.56
,January,471100053400500,181.69
,January,981200016800100,2305.41
,January,171407777301200,94.34
,January,151200028800300,58.98
,February,471100058330200,232.81
,January,471100063331700,2.92
,March,461800014410301,68.85
,March,471100063337400,108.24
,January,221014028400300,63.54
,March,471100050600200,61.82
,January,6411801,59.56
,February,472115080130200,678.24
,March,614100716,256.84
,January,171100085330200,15.42
,January,611100700,11.16
,January,6211912,148.44
,February,615050016,107.1
,March,6321101,778.5
,March,161200012120201,38.48
,January,471100048400305,21.56
,March,451103305330200,3.5
,January,461800007502601,189.97
,January,981630090130200,140.73
,March,471100085330205,25.42
,February,161200008810502,70.24
,February,471100090331700,313.16
,February,981625082130200,264.58
,January,471100071331700,8.68
,January,451100036401000,93.85
,January,451100028400900,32.73
,March,471100090330205,155.88
,February,461800505020001,38.12
,March,451900022400301,16.68
,January,171407777610100,36.29
,February,471100080330205,122.45
,January,471100056330205,74.62
,March,471100075400300,57.81
,January,451100045600100,19.2
,January,451100032330300,114.78
,March,631210200,2.44
,March,623215000,300.38
,March,451100045605200,65.55
,February,471100063401150,58.0
,February,471100056331700,35.94
,February,615401000,82.34
,February,623405300,211.8
,February,471104605331600,125.3
,February,471100050400500,16.86
,February,171409090301200,125.03
,February,614400500,174.43
,January,471100050130200,30.5
,March,981200012800100,51.48
,January,6211903,22.64
,January,461800012020001,45.68
,January,461800014020001,20.68
,January,4520168,78.08
,February,471100063301200,72.14
,February,471100063337400,161.98
,March,614400500,85.2
,January,614100700,29.98
,March,471100090301200,18.78
,January,451900022400901,93.42
,February,614330200,10.26
,January,471100050400700,13.56
,January,471100053330205,34.78
,March,471100050400500,28.66
,March,471100053400305,61.3
,March,161200010810502,137.92
,July,471100056331605,13.06
,October,4500104,69.36
,October,4540163,53.18
,June,461800014325301,12.36
,March,461800010503401,60.66
,November,471100066610350,19.38
,April,151200025800300,5136.62
,April,171620075130205,110.01
,April,6313101,123809.67
,May,161200008800102,1051.52
,May,171407777100700,942.92
,May,461800505330201,274.45
,May,171615075130205,178.81
,May,171409090700100,97.65
,April,171100085400700,101.85
,April,451100040330200,880.89
,April,461800007301301,437.22
,April,461800505520301,226.04
,April,171406565400100,135.31
,April,451100025400700,70.43
,April,171615075130205,129.22
,November,171615075130200,7491.77
,November,171610050130200,9928.21
,November,6213200,7344.78
,April,161200008800303,43.61
,November,471100045330200,1333.76
,April,161200010800103,5.5
,April,6321307,53.58
,April,471310010130200,939.11
,April,461800505301201,1150.66
,April,151200020810500,288.95
,November,451103305330200,268.5
,May,471100056330200,223.34
,November,461800010330201,858.29
,November,471100063400700,30.87
,November,451900022301501,485.81
,November,471100056400300,974.8
,November,171406565100600,143.64
,November,171409090210100,2610.71
,November,451100032400300,969.8
,November,461800018400501,6.29
,November,451100022330200,802.57
,November,451100036400300,823.1
,November,471100053330200,1246.31
,November,161200008800302,5347.08
,November,4500016,1186.94
,April,161200008800101,1649.62
,November,471708016700229,216.94
,April,161200012800303,233.9
,April,461800016330201,2748.81
,October,161200012800301,11848.37
,October,171615075130200,5378.88
,October,151200016800300,28261.88
,May,614100700,26898.25
,November,451100036400700,331.93
,May,171100085400700,264.3
,May,171100080401000,39.14
,October,615210119,20447.54
,October,6211903,41.2
,October,6321309,2073.52
,October,171409090210500,415.63
,October,6211411,7377.58
,October,451100022330200,614.61
,October,461800007110101,297.24
,May,171610050130205,166.54
,May,171407777100600,833.78
,May,151200016810500,811.9
,April,471100045400300,669.9
,October,461800006301701,814.92
,October,461800007530201,6886.83
,October,471309006130200,377.76
,October,171407777100700,938.57
,October,171407777400300,335.56
,October,471307510130200,678.44
,October,171100071330200,114.55
,October,6219103,734.84
,October,6321307,57.64
,October,471100050331600,168.58
,May,171100090409900,84.21
,April,471100056610200,31.56
,May,981200012800300,577.38
,October,615050016,128.24
,May,171407777400500,301.34
,October,471100053330200,622.57
,May,151200036800300,828.74
,April,614100716,471.22
,April,6211411,1704.76
,May,471104605330200,143.01
,October,171100080400300,156.61
,May,171100090400700,125.0
,October,471100050330200,1162.55
,May,615400300,193.53
,May,171407777330700,1097.57
,October,171100075330200,75.76
,October,471100045130200,71.85
,May,451100040400500,95.06
,October,6324302,25373.44
,November,471100071330200,618.52
,November,471100056331600,166.88
,November,471100065400300,177.36
,May,171407777409900,123.31
,May,612100516,121.0
,November,461800008400301,101.99
,November,171409090210200,707.87
,November,461800008325101,162.84
,May,451100028400500,86.41
,October,161200008120201,175.1
,November,461800008301501,770.27
,November,161200010800303,459.17
,November,461800014301501,320.8
,May,471100045400500,156.95
,May,614210500,163.04
,May,171409090400600,160.1
,November,171307506130200,622.56
,May,461800014130201,12.44
,November,451100020400300,600.87
,May,451103305400300,57.77
,November,161200008800303,756.33
,November,161200010810502,473.77
,June,461800008330201,194.63
,November,461800020330201,20.83
,June,171407777330200,239.0
,June,612409900,497.68
,June,161200008120201,614.44
,November,471100045400500,89.88
,November,471100056400700,378.78
,November,471100053600200,103.94
,November,461800007110101,434.19
,May,171407777350100,178.95
,November,161200010810501,210.26
,June,161200008800303,572.51
,November,171406565100704,31.24
,May,171407777410300,79.54
,May,451100030400700,86.08
,June,6213200,4738.36
,June,6411500,4745.0
,June,461800505520501,1529.59
,June,461800007110101,1928.45
,June,461800012400301,150.59
,June,171406565210200,341.3
,June,171407777401000,57.72
,June,6219103,624.17
,May,451100036600200,3.47
,June,451900022330201,325.11
,June,613400600,30.58
,November,461800012325201,127.15
,June,471100056600200,91.68
,June,471100071330200,49.59
,November,6321307,118.92
,June,161200010800102,2232.31
,June,161800010301501,61.07
,June,171100071330200,198.21
,June,461800007301601,425.22
,June,171406565400500,572.23
,June,471100058610300,268.68
,June,461800016400301,277.37
,June,611100507,60.94
,June,612100707,158.44
,June,471310008130200,636.42
,June,171406565330200,374.76
,June,611100700,262.56
,June,615210100,581.96
,June,471100056330200,416.01
,June,451100040130200,1154.4
,June,471100063400300,179.28
,October,471100065330226,53.01
,October,471100060400500,201.83
,November,451100032400700,46.78
,June,451100030400700,86.2
,June,171100085330200,366.23
,June,612100516,64.48
,June,471100053400300,503.97
,June,171100085400300,46.32
,June,161800010110101,38.61
,June,171407777410100,56.44
,June,171100080400200,160.91
,June,615050016,229.16
,April,6311304,2524.42
,April,171409090330700,133.32
,April,471100050605200,21.88
,April,471100071130200,441.56
,April,171406565400400,60.5
,June,161800006301501,81.37
,June,171100080401000,36.6
,April,451100040331700,23.96
,April,451103305330200,57.81
,April,471708016700229,535.83
,April,451103305400700,12.53
,April,451900028330201,33.64
,April,4500054,261.54
,April,171407575100700,4.92
,April,614400500,186.29
,April,221014028400300,13.08
,April,171100080400200,9.46
,April,451100036331300,29.96
,April,461800008530101,22.97
,April,171100080401000,4.67
,April,161200010120202,48.9
,April,471104605330200,47.09
,November,461800010110101,41.67
,April,471100068400300,67.72
,October,461800008325101,42.66
,April,171100085330200,13.04
,April,471100060330226,7.06
,October,451100036400300,669.63
,October,471104605400300,194.53
,April,161200010810503,22.72
,October,461800605301301,49.86
,October,615400300,605.17
,April,471100071400300,9.9
,June,171406565400400,353.55
,October,171310008130200,117.06
,June,615331700,30.46
,June,451900020301501,211.04
,June,171100090400500,14.3
,June,171100090400700,15.41
,July,151200020800300,14805.92
,July,171620075130200,1743.74
,July,171407777100600,1003.46
,July,461800010110101,485.88
,July,171610050130200,3734.42
,July,171409090100600,1209.44
,July,451100040400700,191.31
,July,6311304,2102.04
,July,461800016301501,579.77
,July,981200016800300,1100.77
,July,171615075130205,507.63
,July,461800016330201,2413.49
,July,471100065400300,455.55
,July,171100090330200,367.41
,June,471100071610100,9.34
,July,471100058330200,98.67
,July,451100022330200,949.67
,July,171612565130205,87.75
,July,461800016400301,275.89
,July,471100056400700,137.53
,July,451100042330200,429.81
,July,613400404,157.96
,July,614100416,79.28
,July,161200012800103,16.38
,July,171409090700300,218.48
,July,171610050130205,154.25
,July,6411801,120.02
,July,161800006301301,31.63
,July,161200010800303,355.33
,July,461800008400301,29.26
,July,461800505520101,91.89
,June,471100056401000,0.67
,July,613400400,127.04
,July,461800008530201,1022.45
,July,171409090410300,140.9
,July,171409090100500,110.9
,September,461800008110101,986.69
,August,471100056600200,154.0
,August,471100060400300,306.89
,August,161200010800301,14495.87
,August,171407777210200,388.7
,August,471100056400300,1102.78
,August,451100040301500,235.34
,September,161200010800302,2268.39
,August,171409090210200,393.09
,August,171615075130200,6156.6
,August,461800014400301,123.54
,August,461800016400301,328.78
,September,471100045330200,1178.11
,August,171409090100600,226.27
,August,451120064710100,7070.81
,August,461800008530201,1325.48
,August,471104605400300,687.04
,August,161200008800303,406.08
,September,461800014330201,918.63
,July,471100063401100,113.73
,August,6321306,1368.56
,August,6211610,766.2
,September,171100090330200,427.16
,September,614400500,780.51
,August,451100032400100,1324.95
,August,161200010800303,248.14
,August,6313101,75377.87
,August,171407777400300,1252.45
,September,471100045400300,1232.65
,September,451900020330201,422.47
,August,461800016400701,84.04
,August,471100063400700,325.78
,August,451100040610300,174.56
,August,161200008800102,163.51
,September,471100060400300,132.55
,September,472115080130200,1626.48
,August,471100056400900,2.0
,August,471100071330200,231.73
,September,471100058330200,192.2
,August,171406565331000,206.92
,August,615100716,578.86
,September,461800018400301,308.08
,September,471310010130200,272.01
,September,6311304,1819.66
,September,611100707,325.7
,September,171409090100500,382.76
,September,161200010120201,249.04
,September,611100716,1647.66
,August,461800505520901,274.36
,September,451100032400100,385.65
,September,451100036400700,85.93
,September,461800018301501,239.71
,July,451100028400500,7.14
,August,612100716,1345.3
,August,471100065400300,175.1
,September,471100071610100,21.38
,August,611100707,296.96
,August,4500023,826.14
,September,171407777400400,222.14
,July,614100600,971.78
,July,171100085400300,13.35
,August,471100045400600,134.78
,September,471307506130200,606.63
,September,171407777210200,381.52
,August,451100040331300,122.38
,August,981200025800100,409.19
,September,451900022301501,339.66
,August,461800020400301,33.18
,September,471100071400300,30.86
,August,161800012301501,7.29
,August,171409090210500,264.34
,August,161200012810502,138.66
,September,171406565350100,59.97
,September,169900000999999,53.61
,September,451100032130200,13.99
,September,471100063400300,918.11
,August,151200036800300,631.58
,September,461800012400301,194.83
,August,161200012810501,41.22
,September,171407777330850,195.04
,September,623210200,625.09
,August,171100090400500,23.18
,September,451100040400700,3.38
,July,461800014110101,46.27
,September,161800006110101,21.9
,July,614301200,43.56
,August,171406565350100,95.99
,August,471100071400700,29.77
,October,171407777410100,28.22
,September,461800020400301,136.23
,September,451100028400300,28.36
,July,161200012810501,71.36
,September,171100090400200,78.32
,August,171407777710100,29.37
,July,613400500,99.34
,July,451100032130200,16.47
,July,471708016700229,185.36
,July,471100063331700,110.93
,July,151200016800305,478.16
,August,981200020800300,46.03
,September,461800012110101,6.22
,July,614330700,248.16
,October,614330200,428.95
,August,171409090700100,41.78
,August,6211902,41.56
,September,471100063410200,218.57
,August,4500054,97.4
,August,171409090400400,65.84
,September,461800020310101,10.53
,September,471100058610300,105.58
,August,161200010810503,4.8
,August,614100416,116.8
,September,461800505520601,33.41
,July,451100040400500,9.72
,August,171409090410300,21.82
,September,171409090210500,482.05
,July,471100050400326,11.74
,July,471100050600200,25.38
,November,471100063401100,71.37
,August,451100032130200,34.71
,August,612409900,164.88
,September,171409090400600,10.27
,August,171406565400400,63.65
,September,171409090301200,72.8
,September,171409090409900,143.08
,September,6219105,15.02
,September,614050016,29.24
,November,171409090700200,430.48
,November,471104605400700,14.43
,November,171409090710200,315.2
,November,171620075130205,169.84
,November,612100600,19.52
,November,461800018301501,114.66
,November,161800012400301,6.03
,November,161200010800101,416.91
,September,612409900,10.97
,September,471100045400600,7.93
,November,615100716,61.2
,September,161200010800103,2.96
,September,171407777331000,149.7
,November,171100090409900,40.34
,November,6219105,22.02
,October,461800014400301,79.93
,October,613400300,62.16
,November,461800006301701,144.84
,October,6211912,215.3
,October,161200010120201,178.76
,July,171407777400700,0.58
,June,471100063600200,22.84
,October,461800010501501,20.68
,October,451100030400700,7.88
,October,471100053600100,11.08
,June,612050007,25.14
,October,171409090710200,27.46
,June,471709025705229,96.2
,June,171100080331700,81.82
,July,471100045400326,29.0
,June,451100036130200,7.68
,October,612409900,13.81
,October,451100023710100,42.78
,May,171409090400100,57.78
,May,471100056401000,1.5
,October,171409090400600,27.12
,May,171407777610100,48.68
,April,161800012330201,9.72
,May,461800007330201,2.04
,October,4500058,51.18
,October,451100036600200,2.8
,October,171406565331000,117.66
,September,614301200,23.48
,September,4500018,49.8
,December,161200010800301,18811.52
,December,471309006130200,460.51
,December,151200020810500,1185.18
,December,151200020800300,25220.47
,December,471307508130200,2764.78
,December,451120064710100,3511.12
,December,451100040400300,1235.89
,December,461800012330201,10243.06
,December,451100042330200,1350.95
,December,613400400,169.96
,December,615100600,339.9
,December,171100090400300,352.36
,December,171409090301200,247.66
,December,471100060330200,273.4
,December,623211000,2527.35
,November,171406565211000,171.83
,December,461800505301201,12364.38
,December,451100022400300,415.61
,December,171409090210500,291.3
,December,171100063400700,456.19
,December,171100090409900,23.16
,December,461800016330201,2492.68
,December,171406565400400,422.63
,November,151200016800305,29.54
,December,612100507,141.06
,December,171406565100700,2658.8
,December,461800010400301,404.19
,December,451100036130200,133.84
,December,451900025301501,390.32
,December,461800020301501,123.86
,December,171100085330200,421.15
,December,151200020800305,99.96
,November,171409090410100,59.06
,December,471100068410300,642.62
,December,6213200,22141.32
,December,451900028301501,86.98
,November,171407575100600,3.68
,November,612400200,5.58
,December,451100028400700,162.53
,December,171407777330800,54.5
,December,171100068330200,24.23
,December,6219105,100.38
,November,612050016,97.4
,November,614400300,10.84
,December,171407777410100,225.86
,December,615400300,205.46
,January,471100068330200,229.09
,January,611100716,2932.0
,January,161200012800102,767.98
,December,171610050130205,1584.29
,January,471100053400300,1255.15
,January,471104605400300,1053.51
,January,6211912,302.06
